Distance_Covered_km,Time_Taken_min,Time_of_Order,Riding_Time_min,Time_of_Delivery,Hour_of_Day,Order_Type,Weather,Traffic,Area_Type,Demand_Surge,Effort_Surcharge_INR,Tip_Amount,Festival_Day,Known_Fees
1.37,8,12:52,5,13:05,12,Fragile+Heavy,Clear,Low,Suburban,1.2,25.0,6.0,No,62.19
2.38,14,12:27,7,12:48,12,Regular,Clear,High,Urban,1.04,0.0,0.0,No,59.62
2.01,9,16:30,4,16:43,16,Regular,Clear,Low,Urban,1.0,0.0,5.0,No,40.66
1.73,8,21:20,4,21:32,21,Fragile,Clear,Low,Urban,1.16,10.0,8.0,No,45.63
1.36,15,13:00,5,13:20,13,Regular,Rain,Medium,Suburban,1.47,0.0,0.0,No,72.05
1.32,19,19:24,6,19:49,19,Heavy,Cloudy,Jam,Urban,1.24,10.0,10.0,Yes,86.3
2.58,14,09:11,4,09:29,9,Heavy,Clear,Medium,Urban,1.0,15.0,6.0,No,63.17
2.57,11,16:42,4,16:57,16,Regular,Cloudy,Low,Urban,1.0,0.0,5.0,No,43.74
2.88,10,23:59,2,00:11,23,Fragile,Clear,Low,Suburban,1.0,5.0,0.0,No,48.19
2.64,20,19:56,6,20:22,19,Fragile,Cloudy,High,Semi-Urban,1.47,10.0,6.0,Yes,114.7
3.51,16,11:16,4,11:36,11,Heavy,Cloudy,Medium,Urban,1.0,20.0,9.0,No,83.13
3.55,11,16:33,2,16:46,16,Regular,Clear,Low,Suburban,1.0,0.0,5.0,No,51.39
5.27,20,11:31,3,11:54,11,Regular,Rain,High,Semi-Urban,1.12,0.0,0.0,No,107.85
4.18,14,14:23,6,14:43,14,Fragile,Clear,Medium,Urban,1.0,10.0,5.0,No,75.79
3.86,16,20:27,4,20:47,20,Fragile+Heavy,Clear,High,Urban,1.19,20.0,12.0,No,97.11
5.68,21,19:11,4,19:36,19,Regular,Cloudy,High,Semi-Urban,1.1,0.0,0.0,No,105.81
2.97,10,11:59,2,12:11,11,Regular,Clear,Medium,Suburban,1.0,0.0,0.0,No,40.06
1.49,11,21:00,5,21:16,21,Regular,Clear,Jam,Suburban,1.04,0.0,0.0,No,37.66
1.6,10,18:30,3,18:43,18,Heavy,Clear,High,Suburban,1.0,10.0,0.0,No,40.19
1.48,19,13:29,8,13:56,13,Regular,Rain,Jam,Urban,1.48,0.0,0.0,No,89.64
2.47,10,16:08,2,16:20,16,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,48.32
2.93,13,18:13,2,18:28,18,Fragile,Clear,Medium,Suburban,1.0,5.0,0.0,No,60.83
4.56,12,17:32,3,17:47,17,Regular,Clear,Low,Semi-Urban,1.0,0.0,0.0,No,59.66
5.55,17,16:51,3,17:11,16,Regular,Clear,High,Suburban,1.0,0.0,0.0,No,84.87
3.77,15,16:06,3,16:24,16,Regular,Cloudy,Medium,Semi-Urban,1.0,0.0,5.0,No,72.72
2.97,15,10:05,4,10:24,10,Regular,Clear,High,Urban,1.0,0.0,0.0,No,58.22
1.19,9,20:31,5,20:45,20,Regular,Cloudy,Medium,Urban,1.16,0.0,5.0,No,33.65
2.29,8,17:40,4,17:52,17,Regular,Cloudy,Low,Urban,1.0,0.0,5.0,No,43.75
3.97,21,09:03,3,09:27,9,Regular,Clear,High,Semi-Urban,1.11,0.0,11.0,Yes,106.57
2.08,11,19:06,6,19:23,19,Heavy,Clear,High,Suburban,1.11,10.0,10.0,No,52.63
3.0,17,22:25,5,22:47,22,Regular,Cloudy,Jam,Semi-Urban,1.0,0.0,19.14,No,63.81
3.67,14,22:52,3,23:09,22,Fragile,Clear,Medium,Semi-Urban,1.0,10.0,10.0,No,66.38
2.98,23,13:44,6,14:13,13,Regular,Rain,Jam,Semi-Urban,1.65,0.0,5.0,Yes,141.88
1.94,13,09:51,2,10:06,9,Regular,Rain,Medium,Urban,1.34,0.0,7.0,Yes,93.32
3.96,15,16:32,2,16:49,16,Heavy,Cloudy,Low,Urban,1.07,15.0,5.0,Yes,122.69
6.51,26,09:15,4,09:45,9,Regular,Heavy Rain,Low,Semi-Urban,1.14,0.0,0.0,No,138.99
5.15,19,22:07,3,22:29,22,Regular,Cloudy,High,Suburban,1.0,0.0,18.0,No,86.02
1.08,11,10:40,3,10:54,10,Heavy,Clear,Medium,Urban,1.15,15.0,6.0,Yes,64.06
2.98,18,12:49,8,13:15,12,Fragile,Clear,Jam,Urban,1.11,5.0,11.0,No,72.61
1.97,14,14:00,6,14:20,14,Heavy,Clear,High,Urban,1.18,10.0,7.0,No,63.51
2.53,19,13:49,7,14:15,13,Fragile,Clear,Jam,Suburban,1.09,10.0,11.0,No,75.1
2.14,10,20:01,6,20:17,20,Regular,Clear,Low,Urban,1.03,0.0,5.0,No,43.32
1.65,7,15:31,3,15:41,15,Fragile+Heavy,Clear,Low,Urban,1.0,20.0,0.0,No,52.65
2.05,9,10:16,2,10:27,10,Heavy,Clear,Medium,Urban,1.0,15.0,6.0,No,49.37
3.03,14,12:55,5,13:14,12,Regular,Clear,Low,Suburban,1.42,0.0,11.0,Yes,102.62
2.65,12,16:19,2,16:33,16,Heavy,Clear,Medium,Suburban,1.0,10.0,0.0,No,52.88
3.38,12,09:09,3,09:24,9,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,57.31
2.04,7,18:13,3,18:23,18,Fragile,Cloudy,Low,Urban,1.0,10.0,5.0,No,49.11
3.94,17,17:43,4,18:04,17,Regular,Clear,Low,Urban,1.03,0.0,0.0,Yes,85.67
4.34,19,19:18,5,19:42,19,Regular,Rain,High,Semi-Urban,1.43,0.0,8.0,No,120.72
1.55,15,22:56,4,23:15,22,Regular,Rain,High,Urban,1.04,0.0,16.0,No,55.88
4.34,23,21:08,5,21:36,21,Regular,Cloudy,Jam,Semi-Urban,1.16,0.0,10.0,No,93.43
4.22,13,22:56,3,23:12,22,Regular,Clear,Low,Semi-Urban,1.0,0.0,0.0,No,67.5
2.23,15,12:20,6,12:41,12,Regular,Cloudy,Jam,Suburban,1.15,0.0,0.0,No,60.44
2.35,12,09:40,4,09:56,9,Fragile,Clear,Low,Urban,1.18,5.0,0.0,Yes,80.64
1.6,11,12:24,5,12:40,12,Heavy,Cloudy,High,Suburban,1.11,15.0,0.0,No,63.61
2.4,15,21:18,7,21:40,21,Regular,Clear,Jam,Urban,1.18,0.0,6.0,No,56.2
1.3,7,23:11,2,23:20,23,Heavy,Cloudy,Low,Urban,1.0,10.0,10.0,No,48.56
0.8,7,20:12,6,20:25,20,Regular,Cloudy,Low,Urban,1.03,0.0,0.0,No,32.05
1.17,9,09:00,3,09:12,9,Heavy,Cloudy,Low,Urban,1.0,15.0,0.0,No,44.0
4.55,18,22:15,4,22:37,22,Regular,Cloudy,High,Semi-Urban,1.0,0.0,0.0,No,72.43
3.74,19,14:50,3,15:12,14,Heavy,Clear,High,Urban,1.42,10.0,13.0,Yes,141.41
2.74,17,01:13,4,01:34,1,Fragile,Cloudy,Jam,Urban,1.0,5.0,13.0,No,65.47
3.52,11,15:12,4,15:27,15,Regular,Clear,Low,Urban,1.0,0.0,5.0,No,57.46
2.2,7,08:55,3,09:05,8,Regular,Clear,Low,Urban,1.0,0.0,5.0,No,34.56
1.06,8,17:14,2,17:24,17,Fragile+Heavy,Clear,High,Urban,1.0,20.0,0.0,No,41.7
4.24,19,13:50,6,14:15,13,Heavy,Clear,Jam,Suburban,1.31,15.0,10.0,Yes,136.78
3.63,22,16:19,6,16:47,16,Regular,Clear,Jam,Suburban,1.0,0.0,0.0,No,70.46
1.73,18,18:26,3,18:47,18,Regular,Cloudy,Jam,Urban,1.0,0.0,5.0,No,53.41
1.17,12,21:00,6,21:18,21,Heavy,Cloudy,Jam,Semi-Urban,1.2,15.0,0.0,No,71.69
2.37,8,18:43,2,18:53,18,Fragile+Heavy,Clear,Low,Suburban,1.0,30.0,5.0,No,70.37
5.55,21,14:31,5,14:57,14,Regular,Clear,High,Suburban,1.04,0.0,0.0,No,93.15
2.4,11,20:46,6,21:03,20,Heavy,Cloudy,High,Urban,1.18,20.0,0.0,No,93.39
2.18,19,21:58,5,22:22,21,Regular,Rain,Jam,Suburban,1.4,0.0,7.0,No,82.15
3.54,12,09:22,4,09:38,9,Fragile+Heavy,Clear,Low,Urban,1.0,30.0,0.0,No,85.4
2.01,9,17:58,2,18:09,17,Fragile,Clear,Low,Urban,1.0,10.0,0.0,No,49.52
3.23,21,12:57,8,13:26,12,Regular,Rain,Jam,Suburban,1.3,0.0,0.0,No,93.5
2.49,13,08:52,4,09:09,8,Regular,Clear,Low,Urban,1.2,0.0,0.0,Yes,64.42
1.66,10,18:39,2,18:51,18,Fragile,Clear,Medium,Suburban,1.0,10.0,0.0,No,45.58
4.98,20,21:55,5,22:20,21,Fragile,Rain,High,Suburban,1.42,10.0,15.0,No,164.62
1.55,8,10:59,2,11:09,10,Heavy,Clear,Low,Urban,1.0,15.0,6.0,No,46.3
3.03,16,20:09,4,20:29,20,Heavy,Cloudy,Low,Suburban,1.5,20.0,0.0,Yes,138.11
1.18,10,20:06,6,20:22,20,Regular,Clear,Medium,Urban,1.09,0.0,0.0,No,38.77
3.49,16,21:58,3,22:17,21,Heavy,Clear,High,Suburban,1.25,10.0,8.0,Yes,100.4
6.45,20,12:24,4,12:48,12,Fragile,Clear,High,Suburban,1.16,5.0,8.0,No,125.43
1.87,15,21:36,6,21:57,21,Heavy,Clear,Jam,Urban,1.04,10.0,0.0,No,55.15
3.56,20,12:18,5,12:43,12,Heavy,Cloudy,High,Suburban,1.27,10.0,0.0,Yes,116.11
3.47,16,17:57,4,18:17,17,Heavy,Clear,Medium,Semi-Urban,1.13,10.0,5.0,Yes,92.49
1.26,7,08:42,4,08:53,8,Regular,Cloudy,Low,Urban,1.0,0.0,0.0,No,33.87
1.63,16,07:00,5,07:21,7,Fragile,Clear,Jam,Urban,1.0,5.0,0.0,No,46.8
3.9,21,19:12,7,19:40,19,Regular,Clear,Jam,Suburban,1.26,0.0,5.0,Yes,100.95
5.26,14,15:46,3,16:03,15,Regular,Cloudy,Medium,Semi-Urban,1.0,0.0,0.0,No,82.28
2.43,14,12:29,5,12:48,12,Regular,Clear,High,Urban,1.18,0.0,0.0,No,54.15
2.22,9,10:46,4,10:59,10,Heavy,Clear,Low,Urban,1.0,10.0,5.0,No,45.75
2.49,9,18:25,4,18:38,18,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,39.84
2.69,19,00:49,6,01:14,0,Regular,Clear,Jam,Suburban,1.19,0.0,20.0,Yes,82.83
1.86,12,20:44,7,21:03,20,Regular,Clear,Jam,Urban,1.03,0.0,5.0,No,39.52
2.18,13,08:21,2,08:36,8,Regular,Cloudy,Medium,Suburban,1.0,0.0,0.0,No,50.03
4.46,14,10:28,3,10:45,10,Fragile,Cloudy,Low,Urban,1.0,5.0,5.0,No,89.9
3.39,17,13:28,3,13:48,13,Regular,Cloudy,High,Suburban,1.13,0.0,0.0,No,70.43
1.87,13,16:03,4,16:20,16,Regular,Rain,Low,Urban,1.03,0.0,0.0,No,56.94
1.6,25,13:50,6,14:21,13,Regular,Heavy Rain,Jam,Urban,1.67,0.0,0.0,Yes,159.6
1.17,14,12:28,7,12:49,12,Regular,Cloudy,Jam,Urban,1.14,0.0,5.0,No,47.82
3.3,10,22:40,3,22:53,22,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,50.58
2.01,9,18:29,3,18:41,18,Heavy,Cloudy,Medium,Urban,1.0,15.0,0.0,No,54.2
3.3,11,06:24,3,06:38,6,Heavy,Clear,Medium,Urban,1.0,10.0,0.0,No,64.44
4.18,19,14:54,5,15:18,14,Regular,Clear,High,Suburban,1.02,0.0,0.0,No,80.27
2.77,13,21:57,5,22:15,21,Regular,Clear,High,Urban,1.04,0.0,0.0,No,52.25
2.47,23,12:12,4,12:39,12,Fragile+Heavy,Heavy Rain,High,Urban,1.49,20.0,6.0,No,147.62
3.64,18,09:36,4,09:58,9,Regular,Heavy Rain,Low,Semi-Urban,1.15,0.0,5.0,No,101.09
5.15,22,19:27,6,19:55,19,Fragile,Cloudy,Jam,Suburban,1.19,10.0,13.0,No,115.33
5.97,15,18:40,2,18:57,18,Fragile,Clear,Low,Semi-Urban,1.0,10.0,0.0,No,99.05
7.98,20,17:19,2,17:41,17,Heavy,Clear,Low,Semi-Urban,1.0,15.0,0.0,No,119.22
3.55,15,08:05,2,08:22,8,Fragile+Heavy,Clear,High,Suburban,1.0,25.0,0.0,No,82.84
2.96,12,09:14,4,09:30,9,Regular,Rain,Low,Urban,1.03,0.0,0.0,No,51.18
1.67,8,18:29,4,18:41,18,Regular,Cloudy,Low,Urban,1.0,0.0,0.0,No,40.89
1.75,15,11:15,3,11:33,11,Fragile,Cloudy,Jam,Urban,1.0,5.0,0.0,No,55.33
2.8,18,16:11,3,16:32,16,Fragile+Heavy,Clear,Jam,Urban,1.0,20.0,0.0,No,80.69
2.29,9,17:42,3,17:54,17,Heavy,Clear,Medium,Urban,1.0,15.0,0.0,No,60.57
1.81,11,12:37,4,12:52,12,Fragile,Clear,High,Urban,1.14,5.0,0.0,No,50.6
2.37,18,22:36,4,22:58,22,Heavy,Clear,Jam,Urban,1.0,10.0,0.0,No,63.06
1.12,11,20:12,5,20:28,20,Regular,Clear,High,Urban,1.03,0.0,0.0,No,31.0
2.93,18,19:02,4,19:24,19,Regular,Clear,Medium,Suburban,1.24,0.0,7.0,Yes,89.55
1.6,15,08:38,2,08:55,8,Regular,Heavy Rain,Low,Urban,1.09,0.0,5.0,No,74.12
2.42,13,09:40,4,09:57,9,Regular,Cloudy,Medium,Urban,1.0,0.0,0.0,No,49.14
1.57,10,16:44,2,16:56,16,Fragile,Cloudy,Medium,Suburban,1.05,10.0,8.0,Yes,72.92
4.19,18,10:11,3,10:32,10,Heavy,Clear,Medium,Urban,1.02,10.0,0.0,Yes,96.86
2.24,10,23:07,2,23:19,23,Fragile,Clear,Medium,Suburban,1.0,10.0,0.0,No,55.06
1.86,8,10:37,4,10:49,10,Fragile,Clear,Low,Urban,1.0,5.0,0.0,No,42.11
3.69,13,16:01,2,16:16,16,Regular,Clear,Low,Semi-Urban,1.0,0.0,0.0,No,52.24
3.27,19,13:49,5,14:13,13,Fragile,Rain,High,Suburban,1.44,10.0,6.0,No,112.3
3.85,15,18:10,2,18:27,18,Regular,Clear,High,Semi-Urban,1.0,0.0,0.0,No,61.44
3.9,13,09:14,2,09:29,9,Fragile,Clear,Low,Suburban,1.0,5.0,0.0,No,70.06
2.26,14,14:00,6,14:20,14,Regular,Clear,High,Urban,1.12,0.0,8.0,No,55.42
5.32,22,12:51,6,13:19,12,Fragile,Cloudy,Jam,Semi-Urban,1.04,10.0,8.0,No,102.92
2.93,20,21:40,7,22:07,21,Regular,Rain,Jam,Suburban,1.27,0.0,5.0,No,92.67
2.66,19,07:59,5,08:23,7,Fragile,Cloudy,Jam,Suburban,1.0,5.0,0.0,No,66.25
3.53,12,21:06,3,21:21,21,Regular,Clear,Medium,Suburban,1.04,0.0,5.0,No,48.74
2.9,14,20:11,7,20:32,20,Regular,Clear,Jam,Suburban,1.17,0.0,0.0,No,67.05
2.09,13,12:57,5,13:15,12,Regular,Cloudy,Medium,Urban,1.48,0.0,0.0,Yes,90.78
2.55,19,20:40,8,21:07,20,Fragile,Clear,Jam,Urban,1.14,10.0,0.0,No,84.26
2.63,9,07:02,2,07:13,7,Fragile,Clear,Low,Urban,1.0,10.0,5.0,No,56.73
1.06,8,22:25,4,22:37,22,Heavy,Clear,Low,Urban,1.0,20.0,0.0,No,45.16
3.28,12,17:47,2,18:01,17,Fragile,Clear,Medium,Urban,1.0,5.0,5.0,No,56.77
3.17,18,12:06,6,12:30,12,Regular,Clear,Jam,Urban,1.39,0.0,0.0,Yes,100.27
4.29,20,13:57,6,14:23,13,Heavy,Cloudy,Jam,Semi-Urban,1.06,10.0,0.0,No,87.47
1.15,7,08:09,2,08:18,8,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,26.3
1.56,17,23:37,4,23:58,23,Regular,Rain,High,Urban,1.14,0.0,15.0,No,53.54
1.52,12,07:18,3,07:33,7,Fragile,Rain,Low,Urban,1.08,5.0,6.0,No,53.93
4.04,13,18:58,4,19:15,18,Regular,Clear,Low,Suburban,1.0,0.0,8.0,No,63.33
3.54,12,15:12,2,15:26,15,Regular,Clear,Low,Semi-Urban,1.0,0.0,5.0,No,52.14
5.2,17,22:50,3,23:10,22,Heavy,Cloudy,High,Suburban,1.0,10.0,10.0,No,93.35
3.09,14,12:38,6,12:58,12,Heavy,Rain,High,Urban,1.26,10.0,5.0,No,92.29
2.66,9,17:04,4,17:17,17,Heavy,Clear,Low,Suburban,1.0,10.0,8.0,No,50.73
2.56,15,16:59,2,17:16,16,Regular,Rain,Low,Urban,1.2,0.0,0.0,No,69.27
1.44,17,19:07,6,19:30,19,Heavy,Cloudy,Jam,Urban,1.05,15.0,5.0,No,64.54
3.8,18,08:04,4,08:26,8,Fragile,Heavy Rain,Low,Suburban,1.12,5.0,10.0,No,98.91
1.55,12,10:20,4,10:36,10,Heavy,Rain,Medium,Urban,1.17,15.0,0.0,No,74.1
1.15,9,11:06,4,11:19,11,Fragile,Clear,Medium,Urban,1.0,10.0,5.0,No,44.24
1.79,10,19:26,5,19:41,19,Fragile,Clear,Medium,Urban,1.16,5.0,0.0,No,52.74
1.28,14,10:18,4,10:36,10,Regular,Clear,Medium,Urban,1.08,0.0,0.0,Yes,51.9
4.25,14,17:29,2,17:45,17,Fragile,Clear,Medium,Suburban,1.0,5.0,5.0,No,68.07
3.12,12,11:16,2,11:30,11,Fragile,Cloudy,Low,Urban,1.0,10.0,0.0,No,61.75
3.59,15,21:41,5,22:01,21,Regular,Rain,Low,Urban,1.41,0.0,9.0,No,86.06
2.69,17,22:12,3,22:32,22,Fragile,Heavy Rain,Low,Urban,1.04,5.0,15.0,No,85.49
2.81,16,16:46,2,17:04,16,Fragile,Clear,High,Urban,1.0,5.0,8.0,No,65.08
2.15,15,13:12,6,13:33,13,Fragile,Clear,Jam,Urban,1.02,10.0,0.0,No,53.05
1.93,7,11:08,3,11:18,11,Regular,Cloudy,Medium,Suburban,1.0,0.0,5.0,No,31.9
3.95,14,08:19,3,08:36,8,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,63.46
2.02,10,12:22,7,12:39,12,Regular,Clear,Medium,Urban,1.04,0.0,6.0,No,35.93
3.68,15,18:00,2,18:17,18,Heavy,Rain,Low,Urban,1.14,15.0,6.0,No,110.83
3.82,16,17:15,3,17:34,17,Regular,Rain,Low,Suburban,1.18,0.0,13.0,No,80.47
1.85,11,22:36,3,22:50,22,Regular,Rain,Medium,Urban,1.1,0.0,0.0,No,58.09
4.57,18,14:27,6,14:51,14,Fragile+Heavy,Clear,Medium,Semi-Urban,1.06,20.0,0.0,No,93.78
3.81,19,19:09,3,19:31,19,Regular,Cloudy,High,Semi-Urban,1.15,0.0,0.0,No,91.74
4.35,14,16:40,4,16:58,16,Fragile,Cloudy,Low,Urban,1.0,10.0,0.0,No,83.51
1.32,9,16:16,3,16:28,16,Heavy,Clear,Low,Urban,1.0,10.0,0.0,No,41.03
2.51,20,12:30,4,12:54,12,Fragile,Rain,Jam,Suburban,1.56,5.0,0.0,Yes,144.56
3.57,18,15:54,4,16:16,15,Heavy,Clear,Medium,Suburban,1.04,20.0,11.0,Yes,107.46
2.66,18,15:27,5,15:50,15,Fragile+Heavy,Cloudy,Jam,Suburban,1.0,30.0,11.0,No,90.25
3.58,17,19:57,4,20:18,19,Heavy,Cloudy,High,Suburban,1.19,15.0,0.0,No,105.95
2.02,8,22:10,2,22:20,22,Fragile,Clear,Low,Urban,1.0,10.0,0.0,No,45.29
3.31,21,13:02,6,13:29,13,Regular,Cloudy,Jam,Urban,1.36,0.0,0.0,Yes,116.11
1.96,8,07:23,4,07:35,7,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,29.51
2.33,10,16:46,2,16:58,16,Heavy,Cloudy,Low,Urban,1.0,15.0,0.0,No,65.83
3.18,10,17:52,3,18:05,17,Heavy,Cloudy,Low,Suburban,1.0,15.0,5.0,No,70.89
2.78,9,10:30,2,10:41,10,Heavy,Cloudy,Low,Urban,1.0,20.0,7.0,No,71.2
3.75,25,19:22,5,19:52,19,Fragile,Heavy Rain,High,Suburban,1.84,5.0,0.0,Yes,200.0
3.25,12,23:40,2,23:54,23,Regular,Clear,Medium,Semi-Urban,1.0,0.0,16.91,No,56.37
1.22,11,22:26,2,22:39,22,Regular,Clear,Low,Urban,1.08,0.0,10.0,Yes,55.2
0.98,13,11:20,2,11:35,11,Regular,Rain,High,Urban,1.06,0.0,0.0,No,49.19
1.69,12,21:31,3,21:46,21,Heavy,Cloudy,Medium,Urban,1.09,10.0,0.0,No,60.91
2.48,16,19:16,5,19:37,19,Regular,Rain,High,Urban,1.2,0.0,0.0,No,66.16
3.64,17,15:13,2,15:32,15,Regular,Clear,High,Urban,1.0,0.0,5.0,No,59.39
2.33,10,17:17,3,17:30,17,Heavy,Cloudy,Medium,Urban,1.0,15.0,7.0,No,67.42
4.07,17,20:26,6,20:49,20,Regular,Rain,Medium,Semi-Urban,1.43,0.0,8.0,No,101.1
1.83,13,16:33,2,16:48,16,Heavy,Rain,Medium,Suburban,1.13,10.0,0.0,No,73.26
2.2,16,13:16,5,13:37,13,Regular,Rain,High,Suburban,1.29,0.0,0.0,No,80.13
4.14,12,16:08,3,16:23,16,Fragile+Heavy,Clear,Low,Semi-Urban,1.0,20.0,5.0,No,85.35
1.64,12,18:17,2,18:31,18,Regular,Clear,Low,Urban,1.06,0.0,5.0,Yes,68.6
2.52,15,10:34,2,10:51,10,Regular,Clear,High,Urban,1.0,0.0,5.0,No,58.58
1.57,12,21:06,6,21:24,21,Fragile,Clear,Jam,Urban,1.09,10.0,0.0,No,53.72
1.24,16,19:29,4,19:49,19,Heavy,Clear,High,Urban,1.3,10.0,5.0,Yes,82.68
1.55,18,18:19,2,18:39,18,Regular,Heavy Rain,Medium,Urban,1.1,0.0,0.0,No,70.76
4.24,15,09:49,3,10:07,9,Fragile,Cloudy,Medium,Semi-Urban,1.0,5.0,0.0,No,78.15
4.72,16,18:35,2,18:53,18,Fragile+Heavy,Rain,Medium,Suburban,1.14,30.0,10.0,No,124.9
3.4,15,09:07,3,09:25,9,Regular,Rain,Low,Semi-Urban,1.09,0.0,0.0,No,72.45
1.92,9,08:15,2,08:26,8,Heavy,Clear,Low,Urban,1.0,15.0,0.0,No,47.7
1.95,10,17:12,3,17:25,17,Regular,Clear,Low,Urban,1.13,0.0,7.0,Yes,73.9
3.4,13,14:22,5,14:40,14,Regular,Clear,Medium,Suburban,1.04,0.0,0.0,No,58.62
1.87,8,18:50,2,19:00,18,Regular,Cloudy,Low,Urban,1.0,0.0,0.0,No,38.07
4.64,18,08:56,2,09:16,8,Regular,Clear,High,Suburban,1.0,0.0,7.0,No,83.49
2.41,10,14:09,3,14:22,14,Regular,Cloudy,Medium,Semi-Urban,1.01,0.0,0.0,No,44.9
1.87,8,10:30,4,10:42,10,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,37.92
1.74,10,23:45,4,23:59,23,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,27.7
1.6,8,17:24,3,17:35,17,Fragile,Clear,Low,Urban,1.0,5.0,5.0,No,39.91
2.59,16,19:29,6,19:51,19,Fragile,Cloudy,Jam,Suburban,1.02,10.0,5.0,No,70.26
2.14,13,13:32,5,13:50,13,Fragile,Rain,Medium,Urban,1.45,10.0,0.0,No,87.29
2.91,16,09:39,3,09:58,9,Regular,Heavy Rain,Low,Urban,1.08,0.0,8.0,No,83.76
2.77,13,23:28,4,23:45,23,Fragile+Heavy,Rain,Low,Urban,1.17,30.0,13.0,No,110.2
4.72,13,12:57,7,13:17,12,Regular,Clear,Medium,Semi-Urban,1.18,0.0,0.0,No,98.25
4.56,25,14:59,6,15:30,14,Regular,Cloudy,Jam,Suburban,1.46,0.0,9.0,Yes,149.37
3.04,11,18:53,2,19:06,18,Fragile,Clear,Low,Suburban,1.15,10.0,0.0,Yes,91.65
1.38,9,06:44,2,06:55,6,Fragile,Clear,Low,Urban,1.0,10.0,5.0,No,41.43
1.85,13,20:34,5,20:52,20,Regular,Cloudy,High,Urban,1.18,0.0,5.0,No,53.2
3.64,12,17:20,2,17:34,17,Regular,Clear,Low,Urban,1.0,0.0,7.0,No,62.72
2.54,10,12:45,3,12:58,12,Heavy,Clear,Low,Urban,1.05,15.0,0.0,No,63.17
3.04,9,08:35,4,08:48,8,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,55.14
2.0,13,10:05,4,10:22,10,Regular,Heavy Rain,Medium,Urban,1.01,0.0,5.0,No,62.5
1.14,16,21:12,7,21:35,21,Fragile+Heavy,Cloudy,High,Urban,1.23,20.0,7.0,Yes,99.02
3.15,10,19:53,5,20:08,19,Regular,Clear,Medium,Suburban,1.13,0.0,0.0,No,61.92
2.42,15,12:01,5,12:21,12,Fragile,Rain,High,Urban,1.21,5.0,0.0,No,77.16
4.66,17,08:43,2,09:02,8,Regular,Rain,Low,Semi-Urban,1.17,0.0,8.0,No,104.52
1.91,21,19:40,8,20:09,19,Regular,Rain,Jam,Urban,1.77,0.0,0.0,Yes,119.38
4.51,13,17:07,4,17:24,17,Regular,Cloudy,Low,Suburban,1.0,0.0,0.0,No,72.98
1.46,9,14:00,5,14:14,14,Fragile,Clear,Medium,Suburban,1.04,5.0,0.0,No,32.18
2.5,12,13:23,4,13:39,13,Regular,Clear,High,Semi-Urban,1.19,0.0,0.0,No,48.01
2.01,12,11:49,3,12:04,11,Fragile,Clear,Medium,Urban,1.0,5.0,0.0,No,49.36
1.42,13,18:01,3,18:17,18,Fragile+Heavy,Rain,Medium,Urban,1.03,25.0,0.0,No,75.1
3.54,13,22:09,3,22:25,22,Heavy,Cloudy,Low,Urban,1.0,15.0,10.0,No,85.71
4.04,18,10:49,2,11:09,10,Regular,Clear,Medium,Semi-Urban,1.13,0.0,7.0,Yes,104.22
1.54,9,18:50,3,19:02,18,Regular,Cloudy,Low,Suburban,1.0,0.0,0.0,No,32.66
1.11,9,14:38,5,14:52,14,Regular,Cloudy,High,Suburban,1.17,0.0,0.0,No,37.46
4.4,23,15:34,3,16:00,15,Regular,Rain,High,Semi-Urban,1.49,0.0,0.0,Yes,154.38
2.21,10,12:30,5,12:45,12,Fragile+Heavy,Clear,Medium,Urban,1.05,25.0,0.0,No,69.01
3.59,14,20:51,6,21:11,20,Fragile+Heavy,Cloudy,High,Semi-Urban,1.1,20.0,13.0,No,84.35
2.33,9,16:38,4,16:51,16,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,49.35
2.4,15,17:05,3,17:23,17,Regular,Clear,Medium,Urban,1.1,0.0,0.0,Yes,67.77
5.61,21,12:11,3,12:35,12,Heavy,Cloudy,High,Semi-Urban,1.1,10.0,0.0,No,110.26
2.25,11,10:20,3,10:34,10,Heavy,Clear,Medium,Urban,1.0,20.0,0.0,No,65.13
1.36,13,08:50,3,09:06,8,Regular,Cloudy,Jam,Urban,1.0,0.0,0.0,No,44.29
2.39,14,19:20,5,19:39,19,Regular,Clear,High,Urban,1.09,0.0,5.0,No,57.68
6.57,26,10:20,3,10:49,10,Regular,Heavy Rain,Low,Suburban,1.45,0.0,0.0,Yes,189.54
1.17,11,19:28,6,19:45,19,Heavy,Rain,High,Urban,1.43,20.0,10.0,No,97.42
3.44,18,13:21,7,13:46,13,Regular,Clear,Jam,Urban,1.04,0.0,0.0,No,65.55
4.06,18,14:21,7,14:46,14,Heavy,Cloudy,Medium,Suburban,1.21,20.0,0.0,Yes,137.79
